Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,39,Newton Correctional Facility,Prison,2021,2024,09/24/2019,02/09/2021,16,Discharged - Expiration of Sentence,20537985,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Male,31,Iowa Medical & Classification Center,Prison,2021,2024,03/18/2019,07/30/2020,16,Parole Granted,20477187,D Felony,Property,Burglary,true,Tech,253,8.4,713.6A,D Felony,Property,Burglary,High
Black,Male,21,Clarinda Correctional Facility,Prison,2021,2024,10/03/2019,10/12/2020,12,Parole Granted,20522212,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,35,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/15/2020,08/25/2020,3,Parole Granted,20370560,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,30,Anamosa State Penitentiary,Prison,2021,2024,09/17/2019,09/02/2020,11,Parole Granted,20421091,D Felony,Property,Vandalism,true,New Charge,419,14.0,714.2(2),D Felony,Property,Theft,High
White,Male,34,Fort Dodge Correctional Facility,Prison,2021,2024,01/17/2020,03/16/2021,13,Discharged - Expiration of Sentence,20450307,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,24,Iowa Medical & Classification Center,Prison,2021,2024,10/29/2019,07/15/2020,8,Discharged - Expiration of Sentence,20333627,Aggravated Misdemeanor,Violent,Assault,true,New Charge,390,13.0,713.6A,D Felony,Property,Burglary,High
White,Male,32,Fort Dodge Correctional Facility,Prison,2021,2024,02/24/2020,12/30/2020,10,Paroled to Detainer - U.S. Marshall,20405686,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,40,Mount Pleasant Correctional Facility,Work Release,2021,2024,07/09/2020,09/16/2020,2,Parole Granted,20475852,D Felony,Property,Theft,false,,,,,,,,Moderate
Asian or Pacific Islander,Male,32,Mount Pleasant Correctional Facility,Prison,2021,2024,05/13/2020,01/16/2021,8,Discharged - Expiration of Sentence,20297516,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,33,Iowa Medical & Classification Center,Prison,2021,2024,12/01/2020,06/12/2021,6,Discharged - Expiration of Sentence,20509764,D Felony,Public Order,OWI,true,New Charge,831,27.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Hispanic,Male,31,Newton Correctional Facility,Prison,2021,2024,03/27/2017,07/16/2020,39,Paroled to Detainer - INS,20395220,C Felony,Violent,Sex,true,New Charge,937,31.2,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
White,Male,42,Newton Correctional Facility,Prison,2021,2024,10/17/2017,12/01/2020,37,Parole Granted,20420640,C Felony,Violent,Sex,true,Tech,136,4.5,709.8(1),C Felony,Violent,Sex,Low
White,Female,35,Iowa Correctional Institution for Women,Work Release,2021,2024,10/26/2020,02/18/2021,3,Parole Granted,20463728,D Felony,Drug,Drug Possession,true,Tech,235,7.8,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,34,Iowa Medical & Classification Center,Prison,2021,2024,01/07/2020,07/05/2020,5,Discharged - Expiration of Sentence,20461210,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,37,Fort Dodge Correctional Facility,Prison,2021,2024,02/07/2012,09/21/2020,103,Discharged - Expiration of Sentence,20158068,B Felony,Violent,Other Violent,false,,,,,,,,High
White,Female,39,Iowa Correctional Institution for Women,Prison,2021,2024,09/30/2019,02/01/2021,16,Parole Granted,20279647,C Felony,Other,Other Criminal,true,Tech,336,11.2,709A.6,C Felony,Other,Other Criminal,Moderate
White,Male,45,Clarinda Correctional Facility,Prison,2021,2024,05/29/2019,10/09/2020,16,Paroled to Detainer - Out of State,20505756,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,01/31/2020,10/08/2020,8,Parole Granted,20477950,D Felony,Drug,Other Drug,true,Tech,482,16.1,453B.12,D Felony,Drug,Other Drug,Low
Black,Male,59,Clarinda Correctional Facility,Prison,2021,2024,04/23/2019,09/25/2020,17,Parole Granted,20500235,C Felony,Property,Theft,false,,,,,,,,Low
White,Male,34,Anamosa State Penitentiary,Prison,2021,2024,12/13/2019,09/11/2020,8,Parole Granted,20432934,D Felony,Property,Forgery/Fraud,true,Tech,196,6.5,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,32,Newton Correctional Facility,Prison,2021,2024,02/27/2017,07/17/2020,40,Parole Granted,20397586,C Felony,Drug,Trafficking,true,New Charge,125,4.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
Black,Male,21,Clarinda Correctional Facility,Prison,2021,2024,03/09/2018,08/05/2020,28,Parole Granted,20448097,C Felony,Violent,Assault,true,Tech,323,10.8,708.6,C Felony,Violent,Assault,High
White,Male,29,Iowa Medical & Classification Center,Prison,2021,2024,02/19/2020,01/28/2021,11,Paroled w/Immediate Discharge,20474087,D Felony,Public Order,Weapons,false,,,,,,,,High
Black,Male,39,Iowa Medical & Classification Center,Prison,2021,2024,03/28/2019,05/24/2021,25,Parole Granted,20327108,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,1043,34.8,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2021,2024,10/04/2019,04/19/2021,18,Parole Granted,20260789,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,116,3.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,32,Fort Dodge Correctional Facility,Prison,2021,2024,12/03/2019,01/19/2021,13,Parole Granted,20490725,D Felony,Property,Vandalism,false,,,,,,,,High
Black,Male,28,Iowa Medical & Classification Center,Prison,2021,2024,09/18/2020,05/31/2021,8,Paroled w/Immediate Discharge,20537264,D Felony,Public Order,Weapons,true,New Charge,879,29.3,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
Hispanic,Male,30,Newton Correctional Facility,Work Release,2021,2024,04/07/2020,08/10/2020,4,Parole Granted,20385104,B Felony,Drug,Trafficking,false,,,,,,,,Moderate
Asian or Pacific Islander,Male,36,Iowa Medical & Classification Center,Prison,2021,2024,11/20/2020,03/04/2021,3,Discharged - Expiration of Sentence,20513881,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,29,Clarinda Correctional Facility,Prison,2021,2024,02/10/2020,01/05/2021,10,Parole Granted,20539810,C Felony,Property,Theft,false,,,,,,,,Moderate
White,Male,40,Iowa Medical & Classification Center,Prison,2021,2024,02/05/2020,04/30/2021,14,Parole Granted,20096327,B Felony,Drug,Trafficking,true,New Charge,941,31.4,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,33,Anamosa State Penitentiary,Prison,2021,2024,06/03/2019,03/01/2021,20,Parole Granted,20512017,D Felony,Violent,Assault,false,,,,,,,,High
Black,Male,21,Iowa Medical & Classification Center,Prison,2021,2024,12/30/2019,09/18/2020,8,Parole Granted,20415634,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,35,Iowa Medical & Classification Center,Prison,2021,2024,07/29/2019,07/08/2020,11,Parole Granted,902404,D Felony,Drug,Trafficking,true,New Charge,965,32.2,706A.4,B Felony,Other,Other Criminal,Low
White,Male,47,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/18/2020,09/04/2020,6,Parole Granted,20358664,D Felony,Public Order,OWI,false,,,,,,,,Low
American Indian or Alaska Native,Female,27,Iowa Correctional Institution for Women,Prison,2021,2024,06/23/2020,04/23/2021,10,Parole Granted,20476945,D Felony,Property,Forgery/Fraud,true,New Charge,1063,35.4,719.7(4)(b),D Felony,Public Order,Other Public Order,Low
White,Male,38,Iowa Medical & Classification Center,Prison,2021,2024,03/16/2020,01/22/2021,10,Discharged - Expiration of Sentence,20504734,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Female,41,Iowa Correctional Institution for Women,Prison,2021,2024,11/19/2019,07/15/2020,7,Paroled to Detainer - U.S. Marshall,20123296,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,31,Mount Pleasant Correctional Facility,Work Release,2021,2024,01/25/2021,04/27/2021,3,Parole Granted,20525388,D Felony,Violent,Assault,true,New Charge,643,21.4,124.401(5)(c),D Felony,Drug,Drug Possession,High
Hispanic,Male,28,North Central Correctional Facility,Prison,2021,2024,02/17/2016,01/04/2021,58,Parole Granted,20343211,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
Black,Male,55,Iowa Medical & Classification Center,Work Release,2021,2024,03/04/2021,05/11/2021,2,Parole Granted,20498814,D Felony,Property,Forgery/Fraud,true,New Charge,993,33.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
Black,Female,25,Iowa Correctional Institution for Women,Prison,2021,2024,10/30/2018,08/24/2020,21,Parole Granted,20428176,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
Black,Female,25,Iowa Correctional Institution for Women,Work Release,2021,2024,08/17/2020,01/28/2021,5,Discharged - Expiration of Sentence,20555687,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
American Indian or Alaska Native,Male,28,Fort Dodge Correctional Facility,Work Release,2021,2024,08/13/2020,11/02/2020,2,Parole Granted,20490242,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,234,7.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
American Indian or Alaska Native,Male,28,Clarinda Correctional Facility,Work Release,2021,2024,07/15/2020,10/06/2020,2,Parole Granted,20434900,D Felony,Violent,Assault,false,,,,,,,,High
White,Female,35,Iowa Correctional Institution for Women,Prison,2021,2024,02/07/2020,11/04/2020,8,Parole Granted,20464436,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,Moderate
White,Male,30,North Central Correctional Facility,Work Release,2021,2024,08/14/2020,06/11/2021,9,Discharged - Expiration of Sentence,20359374,D Felony,Property,Burglary,true,New Charge,298,9.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,30,Iowa Medical & Classification Center,Prison,2021,2024,02/19/2021,04/17/2021,1,Discharged - Expiration of Sentence,20554825,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,28,Newton Correctional Facility,Prison,2021,2024,08/15/2019,08/12/2020,11,Parole Granted,20292066,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,39,Mount Pleasant Correctional Facility,Prison,2021,2024,09/23/2020,05/20/2021,7,Parole Granted,20460542,D Felony,Drug,Drug Possession,false,,,,,,,,Low
Hispanic,Male,50,Fort Dodge Correctional Facility,Prison,2021,2024,12/30/2019,05/10/2021,16,Paroled to Detainer - INS,20503980,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,30,Newton Correctional Facility,Prison,2021,2024,09/14/2017,06/01/2021,44,Parole Granted,20416311,D Felony,Violent,Assault,false,,,,,,,,
Black,Male,29,Newton Correctional Facility,Prison,2021,2024,06/27/2018,10/12/2020,27,Released to Special Sentence,20463886,D Felony,Violent,Assault,false,,,,,,,,
White,Male,36,Newton Correctional Facility,Prison,2021,2024,11/25/2019,02/17/2021,14,Released to Special Sentence,20535505,D Felony,Other,Other Criminal,false,,,,,,,,Moderate
Black,Male,29,Mount Pleasant Correctional Facility,Prison,2021,2024,12/27/2019,06/08/2021,17,Parole Granted,20275104,D Felony,Property,Burglary,true,Tech,840,28.0,713.6A,D Felony,Property,Burglary,High
White,Male,44,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/17/2020,02/09/2021,4,Parole Granted,20391357,B Felony,Other,Other Criminal,true,Tech,594,19.8,706A.2(4),B Felony,Other,Other Criminal,Low
Black,Male,26,Clarinda Correctional Facility,Work Release,2021,2024,01/04/2021,04/08/2021,3,Released to Special Sentence,20275666,Special Sentence 2005,Violent,Sex,true,New Charge,435,14.5,692A.104-B,D Felony,Public Order,Other Public Order,
White,Male,39,Fort Dodge Correctional Facility,Prison,2021,2024,12/19/2019,08/07/2020,7,Paroled w/Immediate Discharge,20457486,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,37,Mount Pleasant Correctional Facility,Prison,2021,2024,02/12/2020,09/03/2020,6,Paroled w/Immediate Discharge,20000100,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,782,26.1,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
American Indian or Alaska Native,Male,43,Mount Pleasant Correctional Facility,Prison,2021,2024,01/08/2020,06/08/2021,17,Discharged - Expiration of Sentence,20459848,D Felony,Violent,Assault,false,,,,,,,,High
Black,Male,30,Mount Pleasant Correctional Facility,Prison,2021,2024,12/22/2020,05/12/2021,4,Discharged - Expiration of Sentence,20483940,D Felony,Public Order,Weapons,true,New Charge,581,19.4,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Moderate
White,Female,22,Iowa Correctional Institution for Women,Work Release,2021,2024,08/28/2020,10/05/2020,1,Parole Granted,20503200,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,40,Newton Correctional Facility,Prison,2021,2024,01/09/2017,08/28/2020,43,Parole Granted,20337382,C Felony,Violent,Sex,false,,,,,,,,
White,Male,22,North Central Correctional Facility,Prison,2021,2024,01/08/2018,02/24/2021,37,Parole Granted,20431302,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,28,Fort Dodge Correctional Facility,Prison,2021,2024,08/28/2020,06/24/2021,9,Parole Granted,20461498,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,31,Newton Correctional Facility,Work Release,2021,2024,12/16/2020,05/19/2021,5,Parole Granted,20341361,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
White,Male,37,Iowa Medical & Classification Center,Prison,2021,2024,06/01/2020,03/11/2021,9,Paroled to Detainer - Out of State,20460962,C Felony,Drug,Trafficking,true,Tech,679,22.6,124.401(1)(c)(5),C Felony,Drug,Trafficking,Low
White,Male,33,Clarinda Correctional Facility,Work Release,2021,2024,10/28/2020,02/12/2021,3,Parole Granted,20005608,C Felony,Drug,Trafficking,true,New Charge,186,6.2,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Low
White,Male,29,Anamosa State Penitentiary,Prison,2021,2024,01/10/2020,01/18/2021,12,Discharged - Expiration of Sentence,20276669,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,27,North Central Correctional Facility,Prison,2021,2024,04/01/2020,01/11/2021,9,Parole Granted,20177989,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,29,Mount Pleasant Correctional Facility,Prison,2021,2024,06/04/2020,05/17/2021,11,Parole Granted,20529178,D Felony,Drug,Drug Possession,true,Tech,93,3.1,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
Black,Male,50,North Central Correctional Facility,Prison,2021,2024,04/08/2019,01/22/2021,21,Released to Special Sentence,20505095,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,419,14.0,692A.104-B,D Felony,Public Order,Other Public Order,
White,Male,25,Anamosa State Penitentiary,Prison,2021,2024,07/15/2019,01/04/2021,17,Parole Granted,20490351,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,28,Newton Correctional Facility,Work Release,2021,2024,01/05/2021,04/09/2021,3,Parole Granted,20540497,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Female,21,Iowa Correctional Institution for Women,Prison,2021,2024,12/20/2019,04/22/2021,16,Parole Granted,20490738,D Felony,Property,Forgery/Fraud,true,Tech,447,14.9,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,33,North Central Correctional Facility,Prison,2021,2024,12/18/2019,02/01/2021,13,Parole Granted,20522476,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
Hispanic,Male,35,Iowa Medical & Classification Center,Prison,2021,2024,10/28/2019,08/25/2020,9,Parole Granted,20439462,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,1092,36.4,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Black,Male,22,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/16/2020,04/20/2021,7,Discharged - Expiration of Sentence,20500805,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Male,37,Mount Pleasant Correctional Facility,Work Release,2021,2024,10/05/2020,11/23/2020,1,Parole Granted,20520349,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,357,11.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,33,Anamosa State Penitentiary,Prison,2021,2024,08/21/2017,10/02/2020,37,Parole Granted,20422052,D Felony,Public Order,OWI,false,,,,,,,,High
White,Male,37,Fort Dodge Correctional Facility,Prison,2021,2024,08/19/2019,08/31/2020,12,Parole Granted,20292417,D Felony,Drug,Trafficking,true,Tech,375,12.5,124.401(4)(b),D Felony,Drug,Trafficking,High
White,Male,32,Districts/Compact Regions,Prison,2021,2024,02/07/2020,01/04/2021,10,Released to Special Sentence,20497915,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,
White,Male,31,Iowa Medical & Classification Center,Work Release,2021,2024,05/07/2020,09/14/2020,4,Parole Granted,20493063,C Felony,Drug,Trafficking,true,New Charge,599,20.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
American Indian or Alaska Native,Female,33,Iowa Correctional Institution for Women,Prison,2021,2024,03/24/2020,08/18/2020,4,Parole Granted,20478295,D Felony,Property,Burglary,true,Tech,178,5.9,713.6A,D Felony,Property,Burglary,High
White,Female,23,Iowa Correctional Institution for Women,Prison,2021,2024,11/22/2019,08/12/2020,8,Parole Granted,20459496,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Moderate
White,Male,27,Newton Correctional Facility,Prison,2021,2024,05/13/2020,12/13/2020,7,Discharged - Expiration of Sentence,20474282,Aggravated Misdemeanor,Property,Forgery/Fraud,true,New Charge,620,20.7,321J.2(2)(b),Aggravated Misdemeanor,Public Order,OWI,Low
White,Male,35,North Central Correctional Facility,Prison,2021,2024,08/21/2019,09/08/2020,12,Parole Granted,20511079,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,25,North Central Correctional Facility,Work Release,2021,2024,12/09/2020,01/05/2021,0,Parole Granted,20236352,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,36,North Central Correctional Facility,Prison,2021,2024,03/30/2021,06/10/2021,2,Discharged - Expiration of Sentence,20504310,D Felony,Public Order,Other Public Order,true,New Charge,298,9.9,692A.104-B,D Felony,Public Order,Other Public Order,Moderate
White,Female,23,Iowa Correctional Institution for Women,Prison,2021,2024,06/30/2020,06/10/2021,11,Parole Granted,20500936,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,30,Clarinda Correctional Facility,Work Release,2021,2024,03/02/2021,06/02/2021,3,Parole Granted,20527687,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,28,North Central Correctional Facility,Work Release,2021,2024,04/07/2020,08/21/2020,4,Parole Granted,20501944,C Felony,Drug,Trafficking,true,New Charge,339,11.3,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Female,29,Iowa Correctional Institution for Women,Prison,2021,2024,07/30/2019,08/03/2020,12,Parole Granted,20501538,D Felony,Drug,Drug Possession,true,Tech,326,10.9,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,34,Mount Pleasant Correctional Facility,Prison,2021,2024,05/18/2017,06/07/2021,48,Parole Granted,20401563,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,52,Iowa Medical & Classification Center,Prison,2021,2024,03/27/2020,03/31/2021,12,Parole Granted,20231812,B Felony,Drug,Trafficking,true,New Charge,596,19.9,124.401(1)(b)(7),B Felony,Drug,Trafficking,Moderate
White,Male,38,North Central Correctional Facility,Work Release,2021,2024,06/24/2020,10/21/2020,3,Parole Granted,20409877,D Felony,Public Order,Other Public Order,false,,,,,,,,Moderate
Black,Male,30,Clarinda Correctional Facility,Work Release,2021,2024,05/29/2020,11/21/2020,5,Discharged - Expiration of Sentence,20364727,D Felony,Public Order,Other Public Order,true,New Charge,865,28.8,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,High
White,Male,59,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/05/2020,02/25/2021,12,Discharged - Expiration of Sentence,20538570,D Felony,Public Order,Other Public Order,true,New Charge,882,29.4,692A.111-A,Aggravated Misdemeanor,Public Order,Other Public Order,High
Black,Female,45,Iowa Correctional Institution for Women,Work Release,2021,2024,10/27/2020,11/24/2020,0,Parole Granted,20491775,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,32,Clarinda Correctional Facility,Prison,2021,2024,07/19/2019,07/31/2020,12,Parole Granted,20190804,C Felony,Property,Theft,false,,,,,,,,Moderate
White,Male,25,Mount Pleasant Correctional Facility,Prison,2021,2024,03/18/2019,04/07/2021,24,Released to Special Sentence,20502389,D Felony,Other,Other Criminal,true,New Charge,432,14.4,714.7,Aggravated Misdemeanor,Property,Theft,High
White,Male,40,Newton Correctional Facility,Prison,2021,2024,08/26/2019,06/22/2021,21,Discharged - Expiration of Sentence,20509914,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,
White,Male,25,Iowa Medical & Classification Center,Prison,2021,2024,12/03/2018,06/07/2021,30,Parole Granted,20487881,C Felony,Drug,Trafficking,true,New Charge,945,31.5,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,41,Newton Correctional Facility,Prison,2021,2024,04/12/2019,07/19/2020,15,Discharged - Expiration of Sentence,20452682,D Felony,Public Order,Other Public Order,false,,,,,,,,Low
Black,Male,27,Fort Dodge Correctional Facility,Prison,2021,2024,01/11/2019,10/01/2020,20,Parole Granted,20491395,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,46,Newton Correctional Facility,Prison,2021,2024,03/31/2017,10/16/2020,42,Parole Granted,20397711,C Felony,Violent,Sex,false,,,,,,,,
White,Male,30,Clarinda Correctional Facility,Prison,2021,2024,02/12/2019,10/30/2020,20,Released to Special Sentence,20496779,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,
White,Male,27,Anamosa State Penitentiary,Work Release,2021,2024,09/10/2020,12/09/2020,2,Parole Granted,20551315,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
Black,Male,28,Fort Dodge Correctional Facility,Work Release,2021,2024,07/09/2020,11/02/2020,3,Parole Granted,20452465,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,23,Iowa Medical & Classification Center,Work Release,2021,2024,12/20/2019,08/27/2020,8,Parole Granted,20455072,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,40,Iowa Correctional Institution for Women,Prison,2021,2024,09/20/2019,07/02/2020,9,Paroled w/Immediate Discharge,648141,B Felony,Other,Other Criminal,false,,,,,,,,Low
Black,Male,28,Newton Correctional Facility,Work Release,2021,2024,11/19/2019,01/14/2021,13,Parole Granted,20307418,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,27,Anamosa State Penitentiary,Prison,2021,2024,07/27/2020,05/06/2021,9,Parole Granted,20272629,C Felony,Property,Theft,true,New Charge,141,4.7,714.2(1),C Felony,Property,Theft,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2021,2024,07/27/2020,02/15/2021,6,Parole Granted,20421931,Aggravated Misdemeanor,Property,Burglary,true,New Charge,1067,35.6,124.401(5),Aggravated Misdemeanor,Drug,Drug Possession,High
White,Male,21,North Central Correctional Facility,Prison,2021,2024,06/15/2020,03/02/2021,8,Parole Granted,20526513,D Felony,Public Order,Traffic,false,,,,,,,,High
Hispanic,Male,22,Newton Correctional Facility,Work Release,2021,2024,10/01/2020,04/19/2021,6,Discharged - Expiration of Sentence,20413909,D Felony,Public Order,Traffic,false,,,,,,,,Low
White,Male,20,Anamosa State Penitentiary,Prison,2021,2024,12/19/2018,09/25/2020,21,Discharged - Expiration of Sentence,20453842,D Felony,Property,Theft,true,New Charge,395,13.2,707.6A(2),C Felony,Violent,Murder/Manslaughter,Low
Black,Male,39,North Central Correctional Facility,Prison,2021,2024,12/20/2019,12/02/2020,11,Paroled w/Immediate Discharge,20032549,B Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Female,35,Iowa Correctional Institution for Women,Prison,2021,2024,03/02/2020,01/11/2021,10,Parole Granted,20471174,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,42,Anamosa State Penitentiary,Prison,2021,2024,03/28/2019,08/05/2020,16,Discharged - Expiration of Sentence,20148391,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,20,Fort Dodge Correctional Facility,Work Release,2021,2024,10/14/2020,11/28/2020,1,Discharged - Expiration of Sentence,20456807,D Felony,Property,Burglary,false,,,,,,,,High
American Indian or Alaska Native,Male,40,Iowa Medical & Classification Center,Prison,2021,2024,09/09/2020,11/25/2020,2,Discharged - Expiration of Sentence,20449362,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,32,North Central Correctional Facility,Work Release,2021,2024,11/19/2020,05/24/2021,6,Parole Granted,20340354,C Felony,Drug,Trafficking,true,Tech,423,14.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
Hispanic,Male,27,Iowa Medical & Classification Center,Prison,2021,2024,05/02/2017,01/25/2021,44,Parole Granted,20387289,D Felony,Public Order,Flight/Escape,false,,,,,,,,High
White,Male,27,Newton Correctional Facility,Prison,2021,2024,07/20/2020,06/06/2021,10,Discharged - Expiration of Sentence,20550793,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,Low
White,Male,34,Newton Correctional Facility,Prison,2021,2024,04/10/2020,05/04/2021,12,Parole Granted,20403367,D Felony,Public Order,Other Public Order,false,,,,,,,,Moderate
White,Male,44,Clarinda Correctional Facility,Prison,2021,2024,04/08/2020,06/25/2021,14,Parole Granted,20512033,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,30,Iowa Medical & Classification Center,Prison,2021,2024,05/12/2016,08/31/2020,51,Parole Granted,20303963,C Felony,Violent,Sex,true,New Charge,134,4.5,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
White,Male,30,Mount Pleasant Correctional Facility,Prison,2021,2024,02/13/2019,08/21/2020,18,Paroled to Detainer - Iowa,20482150,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,High
White,Male,47,Clarinda Correctional Facility,Prison,2021,2024,04/02/2020,01/30/2021,9,Discharged - Expiration of Sentence,20536510,Aggravated Misdemeanor,Violent,Other Violent,false,,,,,,,,Low
White,Male,32,North Central Correctional Facility,Prison,2021,2024,05/03/2019,09/01/2020,15,Parole Granted,20365220,D Felony,Public Order,OWI,false,,,,,,,,Low
Black,Male,33,Fort Dodge Correctional Facility,Prison,2021,2024,01/03/2019,07/24/2020,18,Parole Granted,20386710,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,31,Anamosa State Penitentiary,Prison,2021,2024,02/07/2020,10/08/2020,8,Parole Granted,20544102,Aggravated Misdemeanor,Violent,Assault,true,New Charge,930,31.0,714.2(3),Aggravated Misdemeanor,Property,Theft,High
Black,Male,37,Iowa Medical & Classification Center,Prison,2021,2024,09/03/2020,05/17/2021,8,Parole Granted,20586489,D Felony,Public Order,Weapons,true,Tech,379,12.6,708.6(1),C Felony,Violent,Assault,High
